acc_x,acc_y,acc_z,ecg,emg,eda,temp,resp,label
-0.49568513019001786,-0.27455464754725073,-0.8479278011924362,-0.6225216342808644,-1.016671435741032,-0.458488173134629,-1.2800346677596173,-0.29932184398119616,0
-0.48886610293538485,-0.2847745023980646,-0.8479278011924362,-0.6233885710634467,-1.0148653716573168,-0.4572205768641354,-0.8149983518819509,-0.29658274422820763,0
-0.43432404435489774,-0.28818044389249997,-0.8674733627131395,-0.6229551026721556,-1.0171229517619607,-0.46244941147992125,-0.9727063198752465,-0.2869462222992997,0
-0.44796006697284835,-0.2915874005706892,-0.8551288136780961,-0.626856318193776,-1.0121562755317441,-0.4616571638108628,-1.3447353725773796,-0.29794519799135216,0
-0.45477706233616594,-0.2984002987433138,-0.8592437655506493,-0.6246889762373202,-1.0121562755317441,-0.458488173134629,-0.8028669697286205,-0.29658274422820763,0
-0.44114103971821533,-0.2609298663857555,-0.8715883145856925,-0.6251224446286113,-1.0175744677828895,-0.45468538432314837,2.2865916853195283,-0.29520609823836363,0
-0.461596089590799,-0.2984002987433138,-0.8757032664582457,-0.6190538871505351,-1.0130593075736019,-0.4575374759317588,2.161234069735114,-0.30619088170371667,0
-0.4718225985814331,-0.32224493475562294,-0.888047815493289,-0.626856318193776,-1.0148653716573168,-0.46450925541947324,1.4758109780719448,-0.30139390907931185,0
-0.5025021255533355,-0.32905783292824753,-0.8839328636207359,-0.6225216342808644,-1.0139623396154593,-0.46736134702808374,0.26065086571334706,-0.30071268219773956,0
-0.4718225985814331,-0.30861913841037375,-0.8715883145856925,-0.6251224446286113,-1.0130593075736019,-0.4637170077504148,-0.6936845303486466,-0.29794519799135216,0
-0.47523211220874967,-0.30180624023774916,-0.8757032664582457,-0.6229551026721556,-1.0085441473643142,-0.45674522826270036,-0.5663050177386771,-0.30071268219773956,0
-0.4718225985814331,-0.27114870605281544,-0.888047815493289,-0.6251224446286113,-1.0189290158456759,-0.45119949457929115,-2.230326269770501,-0.29932184398119616,0
-0.49909464381733437,-0.2643358078801908,-0.8705594233262463,-0.626856318193776,-1.0193805318666045,-0.4483474029706807,-3.4212236178224376,-0.29726397110977987,0
-0.5093211528079685,-0.2507100115349416,-0.8592437655506493,-0.626856318193776,-1.0180259838038184,-0.4442277150915767,-1.3892171071395913,-0.2986548093263233,0
-0.48886610293538485,-0.3052121817321845,-0.869530838649416,-0.6190538871505351,-1.0117047595108155,-0.4410587244153429,2.2057158042973257,-0.30688630081198837,0
-0.5161381481712861,-0.3188379780774337,-0.8736457905219691,-0.6255559130199025,-1.0180259838038184,-0.4385235318743558,3.697875809156969,-0.3171756651690697,0
-0.5229571754259191,-0.29499334206512456,-0.8633584108405863,-0.6190538871505351,-1.0157684036991743,-0.43551299073193356,2.9133797632416,-0.3144507576427806,0
-0.5093211528079685,-0.3188379780774337,-0.8427839580604368,-0.6259893814111936,-1.0112532434898867,-0.43408694492762845,0.15349032335892826,-0.30071268219773956,0
-0.48204910757206726,-0.2847745023980646,-0.8571862896143727,-0.621221229106991,-1.0094471794061717,-0.4329777981909465,-1.4296550476506928,-0.30000307086276845,0
-0.461596089590799,-0.2915874005706892,-0.8726168992625228,-0.6259893814111936,-1.0180259838038184,-0.43408694492762845,-1.5974725007717636,-0.29658274422820763,0
-0.48886610293538485,-0.2541169682131309,-0.8571862896143727,-0.6147192032376235,-1.0193805318666045,-0.43614678886718045,-0.2771737430843019,-0.29726397110977987,0
-0.44796006697284835,-0.33927667259530747,-0.8551288136780961,-0.6238220394547379,-1.0157684036991743,-0.43884043094197916,0.6205485362621498,-0.30826294680183236,0
-0.45477706233616594,-0.36652725010205195,-0.8551288136780961,-0.6246889762373202,-1.0130593075736019,-0.43915733000960255,0.5396726552399469,-0.30071268219773956,0
-0.4684130849541166,-0.3256508762500583,-0.8623298261637561,-0.6190538871505351,-1.016671435741032,-0.4350376421304985,-0.3297430657487338,-0.29451067913009193,0
-0.48204910757206726,-0.2847745023980646,-0.8715883145856925,-0.7074814389739316,-1.0153168876782457,-0.4252137710341736,-0.5177794891253554,-0.29932184398119616,0
-0.49568513019001786,-0.2984002987433138,-0.8633584108405863,-0.6203542923244086,-1.0144138556363882,-0.41744974387740075,-1.2557719034529564,-0.2718173086377153,0
-0.48886610293538485,-0.27796160422544003,-0.869530838649416,-0.6216546974982821,-1.0098986954271003,-0.4120624597278032,-2.222238681668281,-0.275266019725675,0
-0.461596089590799,-0.3052121817321845,-0.869530838649416,-0.6164530768027882,-1.018477499824747,-0.4087350195177577,-1.0657135830507798,-0.2876416414075714,0
-0.43432404435489774,-0.3426826140897428,-0.8715883145856925,-0.684074145844209,-1.0202835639084622,-0.40540757930771215,0.17573119064003406,-0.3048284279405721,0
-0.4684130849541166,-0.33927667259530747,-0.869530838649416,-0.6264228498024849,-1.018477499824747,-0.3993864970228679,0.30917639432666877,-0.29932184398119616,0
-0.44455055334553184,-0.34608957076793206,-0.8757032664582457,-0.6129853296724589,-1.0198320478875333,-0.39796045121856266,1.0936724402420366,-0.29794519799135216,0
-0.45477706233616594,-0.33586971591711823,-0.8715883145856925,-0.6190538871505351,-1.0193805318666045,-0.3922562680013417,1.1745483212642394,-0.29314822536694735,0
-0.4684130849541166,-0.34608957076793206,-0.8715883145856925,-0.6216546974982821,-1.0144138556363882,-0.3849675894460039,1.4090883762286275,-0.3048284279405721,0
-0.4718225985814331,-0.34608957076793206,-0.8798179117481828,-0.6229551026721556,-1.0148653716573168,-0.38211549783739346,0.567979213597718,-0.30139390907931185,0
-0.44455055334553184,-0.33927667259530747,-0.8829042789439057,-0.6155861400202058,-1.0144138556363882,-0.3798972043640298,0.7418623577954541,-0.29451067913009193,0
-0.4684130849541166,-0.30861913841037375,-0.8674733627131395,-0.621221229106991,-1.010801727468958,-0.3836999931755104,-0.18821027395987877,-0.29726397110977987,0
-0.461596089590799,-0.3052121817321845,-0.8633584108405863,-0.6199208239331174,-1.010801727468958,-0.39574215774519894,-1.4983995465195652,-0.29726397110977987,0
-0.49568513019001786,-0.31543203658299834,-0.869530838649416,-0.6168865451940794,-1.0031259551131688,-0.40921036811919276,-1.4256112535995826,-0.30277055506915584,0
-0.461596089590799,-0.3120250799048091,-0.8633584108405863,-0.6216546974982821,-1.018477499824747,-0.41127021205874476,0.5356288611888368,-0.30619088170371667,0
-0.48204910757206726,-0.3188379780774337,-0.8818753876844593,-0.6138522664550412,-1.0202835639084622,-0.4141223036673552,-0.026458511915473087,-0.30619088170371667,0
-0.45477706233616594,-0.3052121817321845,-0.8757032664582457,-0.6225216342808644,-1.0202835639084622,-0.41095331299112137,-1.664195102615081,-0.30619088170371667,0
-0.48204910757206726,-0.3256508762500583,-0.8777604358119062,-0.6233885710634467,-1.0202835639084622,-0.4001787446919263,-0.44296929917981775,-0.29794519799135216,0
-0.45477706233616594,-0.2847745023980646,-0.8726168992625228,-0.6199208239331174,-1.0202835639084622,-0.3846506903783805,-0.4510568872820381,-0.28627918764442684,0
-0.45477706233616594,-0.2813675457198753,-0.8643873021000327,-0.6164530768027882,-1.0193805318666045,-0.3634184528476138,-1.3912390041651463,-0.3048284279405721,0
-0.4718225985814331,-0.3188379780774337,-0.8530713377418195,-0.6918765768874499,-1.0202835639084622,-0.35121783874411355,-0.9160932031597044,-0.30277055506915584,0
-0.48204910757206726,-0.2915874005706892,-0.8479278011924362,-0.6233885710634467,-1.004932019196884,-0.3445629583240225,-0.06689645242657452,-0.29794519799135216,0
-0.43432404435489774,-0.3256508762500583,-0.8489563858692665,-0.6216546974982821,-1.0094471794061717,-0.34186931624922373,1.2149862617753409,-0.30207513596088414,0
-0.4684130849541166,-0.27114870605281544,-0.8633584108405863,-0.6190538871505351,-1.004932019196884,-0.34123551811397695,3.067043937183786,-0.29520609823836363,0
-0.4684130849541166,-0.30180624023774916,-0.8386693127704997,-0.6203542923244086,-1.0130593075736019,-0.34361226112115234,3.629131310288096,-0.30071268219773956,0
-0.461596089590799,-0.3052121817321845,-0.8304394090253935,-0.6190538871505351,-1.0139623396154593,-0.3466228022635745,1.8579495159018533,-0.3041330088323004,0
-0.4684130849541166,-0.3188379780774337,-0.8294108243485632,-0.6303240653241052,-1.0135108235945305,-0.34361226112115234,-1.6318447502062,-0.29726397110977987,0
-0.44455055334553184,-0.3188379780774337,-0.8582148742912029,-0.6199208239331174,-1.0180259838038184,-0.3463059031959511,-2.7984793339514757,-0.29794519799135216,0
-0.48886610293538485,-0.27455464754725073,-0.8654158867768629,-0.6129853296724589,-1.0103502114480292,-0.3504255910750551,-2.7337786291337136,-0.29726397110977987,0
-0.461596089590799,-0.27114870605281544,-0.8798179117481828,-0.6112514561072943,-1.0103502114480292,-0.3463059031959511,-2.63672757190707,-0.2821492496748949,0
-0.47523211220874967,-0.2847745023980646,-0.8633584108405863,-0.6207877607156997,-1.0139623396154593,-0.3380665274377431,-1.5105309286728956,-0.3048284279405721,0
-0.48886610293538485,-0.2643358078801908,-0.8355829455747769,-0.6199208239331174,-1.016671435741032,-0.3314116470176521,0.8166725477409917,-0.29932184398119616,0
-0.49568513019001786,-0.2643358078801908,-0.8407267887067763,-0.6090841141508385,-1.0139623396154593,-0.3257074638004312,2.4645186235683747,-0.3048284279405721,0
-0.49568513019001786,-0.2643358078801908,-0.8551288136780961,-0.6134187980637501,-1.0175744677828895,-0.3215877759213272,1.6921539598063375,-0.30000307086276845,0
-0.48204910757206726,-0.2643358078801908,-0.8489563858692665,-0.6125518612811678,-1.0216381119712483,-0.31287305156168416,0.6468331975943657,-0.2986548093263233,0
-0.44114103971821533,-0.3120250799048091,-0.8510138618055431,-0.6164530768027882,-1.0216381119712483,-0.30479212533728783,0.9602272365554018,-0.29177157937710335,0
-0.43432404435489774,-0.3188379780774337,-0.8314683002848398,-0.6168865451940794,-1.0207350799293908,-0.3041583272020411,0.8955265317376395,-0.29658274422820763,0
-0.43432404435489774,-0.27114870605281544,-0.8345543608979465,-0.618620418759244,-1.0121562755317441,-0.30907026275020355,1.2877745546953234,-0.29658274422820763,0
-0.4138710263736295,-0.33586971591711823,-0.8304394090253935,-0.6147192032376235,-1.0148653716573168,-0.309862510419262,-0.12350956914211651,-0.29794519799135216,0
-0.4684130849541166,-0.2847745023980646,-0.8119224321815205,-0.6155861400202058,-1.012607791552673,-0.309862510419262,0.01802322264673848,-0.3034517819507281,0
-0.4718225985814331,-0.20983363768294794,-0.8222098118629033,-0.7486609361465917,-1.0202835639084622,-0.30669351974302816,0.07665823638783555,-0.3048284279405721,0
-0.48886610293538485,-0.27114870605281544,-0.8489563858692665,-0.6129853296724589,-1.0202835639084622,-0.30780266647971,-1.1182829057152117,-0.29658274422820763,0
-0.49909464381733437,-0.27114870605281544,-0.8510138618055431,-0.6121183928898766,-1.0103502114480292,-0.30447522626966445,-0.9241807912619248,-0.2883370605158431,0
-0.48545862119938377,-0.2643358078801908,-0.8232383965397335,-0.640727306715093,-1.016671435741032,-0.299563290721502,0.09081151556672105,-0.29794519799135216,0
-0.49568513019001786,-0.3052121817321845,-0.8396978974473299,-0.6112514561072943,-1.016671435741032,-0.29892949258625523,1.3160811130530943,-0.30277055506915584,0
-0.4684130849541166,-0.32905783292824753,-0.8304394090253935,-0.6060498354118004,-1.0139623396154593,-0.2978203458495734,1.7245043122152186,-0.3048284279405721,0
-0.48204910757206726,-0.3256508762500583,-0.8304394090253935,-0.6138522664550412,-1.0198320478875333,-0.29116546542948235,1.0734534699864857,-0.30207513596088414,0
-0.48886610293538485,-0.34608957076793206,-0.8222098118629033,-0.6134187980637501,-1.0211865959503197,-0.27785570458930026,-0.6775093541442061,-0.30071268219773956,0
-0.49568513019001786,-0.3188379780774337,-0.8304394090253935,-0.6090841141508385,-1.0040289871550263,-0.2731022185749495,-1.1647865373029782,-0.29726397110977987,0
-0.5093211528079685,-0.27455464754725073,-0.8407267887067763,-0.6060498354118004,-1.0139623396154593,-0.27547896158212487,-2.899574185229229,-0.2890182873974154,0
-0.5093211528079685,-0.2915874005706892,-0.8366118368342231,-0.6112514561072943,-1.0171229517619607,-0.2792817503936055,-2.9662967870725465,-0.29726397110977987,0
-0.49568513019001786,-0.3052121817321845,-0.8386693127704997,-0.6121183928898766,-1.0130593075736019,-0.2879964747532485,-2.9379902287147757,-0.276642665715519,0
-0.5093211528079685,-0.2984002987433138,-0.8396978974473299,-0.6086506457595473,-1.0211865959503197,-0.29116546542948235,-0.5824801939431177,-0.29588732511993593,0
-0.5093211528079685,-0.3256508762500583,-0.8530713377418195,-0.6090841141508385,-1.0017714070503825,-0.2917992635647291,1.1502855569575785,-0.29381526002182023,0
-0.49568513019001786,-0.35290246894055666,-0.8263244571528403,-0.607783708976965,-1.0144138556363882,-0.28736267661800174,2.4321682711594934,-0.29314822536694735,0
-0.5229571754259191,-0.35290246894055666,-0.8407267887067763,-0.6095175825421296,-1.0148653716573168,-0.28229229153602764,3.2692336397392934,-0.3123786925446649,0
-0.557046216025138,-0.3256508762500583,-0.8602723502274795,-0.6090841141508385,-1.0211865959503197,-0.2734191176425729,1.8842341772340692,-0.29932184398119616,0
-0.557046216025138,-0.3324637744226829,-0.8510138618055431,-0.6030155566727623,-1.0211865959503197,-0.2683487325605987,0.13124945607782249,-0.25534013343968576,0
-0.5604557296524546,-0.3188379780774337,-0.8633584108405863,-0.6090841141508385,-1.0117047595108155,-0.2629614484110012,-0.22460442041987005,-0.30277055506915584,0
-0.5434101934071874,-0.33927667259530747,-0.8489563858692665,-0.6086506457595473,-1.0153168876782457,-0.2591586595995206,-0.15585992155099765,-0.30139390907931185,0
-0.5809087476337228,-0.3426826140897428,-0.8396978974473299,-0.6095175825421296,-1.0193805318666045,-0.25995090726857906,-0.03858989406880352,-0.3048284279405721,0
-0.5809087476337228,-0.35290246894055666,-0.8386693127704997,-0.6294571285415229,-1.0175744677828895,-0.2634367970124363,-0.5966334731220032,-0.29658274422820763,0
-0.5229571754259191,-0.356308410434992,-0.8222098118629033,-0.5982474043685595,-1.0211865959503197,-0.2667642372224818,-0.4995824158953598,-0.3048284279405721,0
-0.5434101934071874,-0.33927667259530747,-0.8170659687309039,-0.5991143411511418,-1.0220896279921772,-0.26549664095198827,-0.28930512523763235,-0.29658274422820763,0
-0.5229571754259191,-0.3631213086076166,-0.8283819330891169,-0.6043159618466357,-1.0207350799293908,-0.26042625587001417,0.5234974790355064,-0.29658274422820763,0
-0.5161381481712861,-0.38015304644730114,-0.8396978974473299,-0.605182898629218,-1.0098986954271003,-0.2563065679909102,0.8186944447665467,-0.30207513596088414,0
-0.5093211528079685,-0.32905783292824753,-0.8407267887067763,-0.6086506457595473,-1.0148653716573168,-0.25440517358516984,0.6084171541088194,-0.3034517819507281,0
-0.5263646571619203,-0.33927667259530747,-0.8468989099329899,-0.6060498354118004,-1.0175744677828895,-0.25820796239665045,0.24851948356001663,-0.3048284279405721,0
-0.4718225985814331,-0.37334014827467654,-0.8304394090253935,-0.5991143411511418,-1.0144138556363882,-0.2591586595995206,-1.0657135830507798,-0.29726397110977987,0
-0.48886610293538485,-0.33927667259530747,-0.8458703252561597,-0.6025820882814711,-1.0211865959503197,-0.2609016044714492,-1.575231633490658,-0.2869462222992997,0
-0.49568513019001786,-0.3188379780774337,-0.8407267887067763,-0.6069167721943827,-1.0216381119712483,-0.25662346705853356,-1.3649543428329303,-0.29794519799135216,0
-0.48886610293538485,-0.3256508762500583,-0.8448414339967133,-0.599547809542433,-1.0121562755317441,-0.24822564176651388,0.6731178589265816,-0.29658274422820763,0
-0.49568513019001786,-0.32224493475562294,-0.8386693127704997,-0.605182898629218,-1.0175744677828895,-0.24014471554211758,0.6124609481599295,-0.29726397110977987,0
-0.5706822386430886,-0.3256508762500583,-0.8355829455747769,-0.6043159618466357,-1.0189290158456759,-0.23253913791915637,0.4021836575022021,-0.29794519799135216,0
-0.5229571754259191,-0.2984002987433138,-0.8571862896143727,-0.6017151514988888,-1.0211865959503197,-0.23127154164866284,1.0127965592198336,-0.30207513596088414,0
-0.5161381481712861,-0.3256508762500583,-0.8520424464823733,-0.5965135308033949,-1.0216381119712483,-0.2303208444457927,0.90765791389097,-0.30071268219773956,0
-0.5093211528079685,-0.33586971591711823,-0.8510138618055431,-0.5999812779337241,-1.0103502114480292,-0.2303208444457927,0.34557054078666005,-0.30071268219773956,0
-0.48886610293538485,-0.3120250799048091,-0.8479278011924362,-0.6745378412358035,-1.0139623396154593,-0.22556735843144193,-1.1748960224307536,-0.29658274422820763,0
-0.48886610293538485,-0.3120250799048091,-0.8427839580604368,-0.5960800624121038,-1.0144138556363882,-0.2185955789437275,-1.8502096289661476,-0.3034517819507281,0
-0.4684130849541166,-0.34608957076793206,-0.8355829455747769,-0.5999812779337241,-1.0216381119712483,-0.21083155178695462,-0.2933489192887425,-0.29726397110977987,0
-0.49568513019001786,-0.32905783292824753,-0.8396978974473299,-0.6034490250640534,-1.0207350799293908,-0.20813790971215587,0.42644642180886294,-0.3103208196732486,0
-0.4718225985814331,-0.3052121817321845,-0.8448414339967133,-0.5978139359772684,-1.0202835639084622,-0.2094055059826494,1.0633439848587105,-0.3041330088323004,0
-0.45477706233616594,-0.27455464754725073,-0.8335254696385003,-0.5973804675859772,-1.0202835639084622,-0.2135251938617534,-0.22864821447098022,-0.30207513596088414,0
-0.4684130849541166,-0.2915874005706892,-0.8438128493198831,-0.6025820882814711,-1.0216381119712483,-0.21526813873368197,-1.2355529331974058,-0.29932184398119616,0
-0.4684130849541166,-0.30180624023774916,-0.8633584108405863,-0.7074814389739316,-1.0211865959503197,-0.20607806577260387,-1.4983995465195652,-0.29726397110977987,0
-0.49568513019001786,-0.30180624023774916,-0.8468989099329899,-0.5960800624121038,-1.012607791552673,-0.2014830292920648,0.034198398851179056,-0.29381526002182023,0
-0.47523211220874967,-0.30861913841037375,-0.8407267887067763,-0.5947796572382302,-1.0157684036991743,-0.20259217602874666,2.04800783630403,-0.3034517819507281,0
-0.48204910757206726,-0.27114870605281544,-0.8335254696385003,-0.5999812779337241,-1.0139623396154593,-0.20053233208919466,2.2380661567062066,-0.29932184398119616,0
-0.5025021255533355,-0.2507100115349416,-0.8448414339967133,-0.5904449733253186,-1.022541144013106,-0.20243372649493496,0.2950231151477833,-0.30207513596088414,0
-0.48886610293538485,-0.2643358078801908,-0.8757032664582457,-0.5956465940208125,-1.0098986954271003,-0.20385977229924018,-1.1951149926863043,-0.29794519799135216,0
-0.48886610293538485,-0.2575229097075662,-0.8633584108405863,-0.7066145021913492,-1.0130593075736019,-0.2014830292920648,-0.8149983518819509,-0.29177157937710335,0
-0.49227561656270136,-0.27114870605281544,-0.8664447780363091,-0.5973804675859772,-1.0171229517619607,-0.18912396565475284,-0.7219910887064176,-0.29794519799135216,0
-0.48886610293538485,-0.27114870605281544,-0.8633584108405863,-0.5965135308033949,-1.0216381119712483,-0.1742297094764538,0.26267276273890217,-0.30277055506915584,0
-0.49568513019001786,-0.2643358078801908,-0.8571862896143727,-0.5891445681514452,-1.0202835639084622,-0.16567343465062245,0.2525632776111268,-0.29932184398119616,0
-0.4718225985814331,-0.27796160422544003,-0.8592437655506493,-0.5960800624121038,-1.0112532434898867,-0.16155374677151846,0.2748041448922326,-0.29794519799135216,0
-0.43432404435489774,-0.3256508762500583,-0.8633584108405863,-0.5930457836730656,-1.0144138556363882,-0.16250444397438862,-0.5602393266620119,-0.3034517819507281,0
-0.461596089590799,-0.2847745023980646,-0.8427839580604368,-0.5982474043685595,-1.0193805318666045,-0.16060304956864832,-0.9342902763897001,-0.29726397110977987,0
-0.48886610293538485,-0.27114870605281544,-0.8407267887067763,-0.5956465940208125,-1.0144138556363882,-0.16139529723770676,-1.039428921718564,-0.29245280625867565,0
-0.5093211528079685,-0.30180624023774916,-0.8468989099329899,-0.5878441629775717,-1.0216381119712483,-0.16123684770389507,1.1240008956253627,-0.29794519799135216,0
-0.5161381481712861,-0.3120250799048091,-0.8386693127704997,-0.5947796572382302,-1.0112532434898867,-0.15965235236577816,1.3160811130530943,-0.30619088170371667,0
-0.5025021255533355,-0.2677427645583801,-0.8777604358119062,-0.5947796572382302,-1.016671435741032,-0.1569587102909794,1.396956994075297,-0.30207513596088414,0
-0.4684130849541166,-0.27455464754725073,-0.8551288136780961,-0.5843764158472424,-1.0202835639084622,-0.1514129766075702,-0.23269200852209035,-0.3041330088323004,0
-0.4718225985814331,-0.23708523037344634,-0.8540999224186498,-0.5947796572382302,-1.0216381119712483,-0.1452334447889142,-0.8513924983419422,-0.29794519799135216,0
-0.4718225985814331,-0.24730407004050628,-0.8479278011924362,-0.588711099760154,-1.0658866820222679,-0.14459964665366745,0.2161691311511355,-0.30277055506915584,0
-0.44114103971821533,-0.27796160422544003,-0.8643873021000327,-0.5835094790646601,-1.0139623396154593,-0.1491946831342065,0.5396726552399469,-0.30071268219773956,0
-0.45477706233616594,-0.30180624023774916,-0.8427839580604368,-0.591311910107901,-1.0180259838038184,-0.1553742149528625,-0.39039997651538594,-0.30000307086276845,0
-0.48886610293538485,-0.27796160422544003,-0.8633584108405863,-0.5861102894124071,-1.0193805318666045,-0.15775095796003785,-0.5824801939431177,-0.29932184398119616,0
-0.4684130849541166,-0.27455464754725073,-0.8602723502274795,-0.591311910107901,-1.0220896279921772,-0.1590185542305314,0.7742127102043352,-0.3034517819507281,0
-0.4684130849541166,-0.27114870605281544,-0.8510138618055431,-0.6025820882814711,-1.022541144013106,-0.15426506821618063,0.08474582449005584,-0.29932184398119616,0
-0.4718225985814331,-0.29499334206512456,-0.8777604358119062,-0.588711099760154,-1.0112532434898867,-0.1414306559774336,1.2149862617753409,-0.2986548093263233,0
-0.5740897203790898,-0.2847745023980646,-0.8777604358119062,-0.5882776313688629,-1.0821412587757036,-0.13128988581348533,0.43251211288552815,-0.29520609823836363,0
-0.47523211220874967,-0.32905783292824753,-0.8654158867768629,-0.5852433526298247,-1.0202835639084622,-0.12732864746819303,-0.0021957476088122316,-0.30071268219773956,0
-0.5161381481712861,-0.2984002987433138,-0.8530713377418195,-0.588711099760154,-1.0229926600340347,-0.12479345492720596,-0.32569927169762364,-0.3034517819507281,0
-0.5161381481712861,-0.3256508762500583,-0.8314683002848398,-0.5878441629775717,-1.012607791552673,-0.12099066611572536,-0.5319327683042409,-0.29932184398119616,0
-0.5229571754259191,-0.3120250799048091,-0.8386693127704997,-0.5843764158472424,-1.0144138556363882,-0.11861392310854998,-1.296209843964058,-0.3034517819507281,0
-0.5229571754259191,-0.3188379780774337,-0.8468989099329899,-0.5869772261949894,-1.0135108235945305,-0.1240012072581475,-0.960574937721916,-0.30139390907931185,0
-0.48886610293538485,-0.2847745023980646,-0.8633584108405863,-0.5878441629775717,-1.0202835639084622,-0.12954694094155672,-0.9059837180319291,-0.2903949333872594,0
-0.44455055334553184,-0.30861913841037375,-0.8314683002848398,-0.5843764158472424,-1.0297654003479664,-0.12859624373868656,-0.2144949352920947,-0.29314822536694735,0
-0.4684130849541166,-0.3256508762500583,-0.8355829455747769,-0.5843764158472424,-1.0220896279921772,-0.12273361098765397,-0.5157575920998003,-0.29658274422820763,0
-0.49568513019001786,-0.2915874005706892,-0.8571862896143727,-0.5796082635430396,-1.010801727468958,-0.11845547357473829,-0.9807939079774668,-0.30756752769356066,0
-0.5365931980438698,-0.2643358078801908,-0.8551288136780961,-0.5843764158472424,-1.0180259838038184,-0.11243439128989399,0.005891840493408054,-0.2986548093263233,0
-0.5093211528079685,-0.2915874005706892,-0.8540999224186498,-0.5826425422820778,-1.0193805318666045,-0.10324431832881588,2.104620953019572,-0.30207513596088414,0
-0.44455055334553184,-0.34608957076793206,-0.8633584108405863,-0.5783078583691662,-1.0216381119712483,-0.09896618091590019,1.8175115753907518,-0.29794519799135216,0
-0.4718225985814331,-0.33927667259530747,-0.8643873021000327,-0.5791747951517485,-1.0022229230713113,-0.09896618091590019,0.770168916153225,-0.3103208196732486,0
-0.43773355798221425,-0.3631213086076166,-0.8355829455747769,-0.5822090738907867,-1.0139623396154593,-0.09785703417921834,-0.44296929917981775,-0.2903949333872594,0
-0.4718225985814331,-0.356308410434992,-0.8366118368342231,-0.5835094790646601,-1.0162199197201032,-0.10419501553168602,-0.6411152076842148,-0.30207513596088414,0
-0.4718225985814331,-0.3494955122623674,-0.8366118368342231,-0.5817756054994955,-1.0139623396154593,-0.10419501553168602,-0.4126408437964917,-0.30207513596088414,0
-0.45477706233616594,-0.33927667259530747,-0.8468989099329899,-0.5783078583691662,-1.0229926600340347,-0.09754013511159497,1.1705045272131291,-0.30207513596088414,0
-0.4275050171002647,-0.3631213086076166,-0.8396978974473299,-0.5809086687169132,-1.0085441473643142,-0.08882541075195191,0.9925775889642829,-0.30277055506915584,0
-0.4684130849541166,-0.38696594461992573,-0.8407267887067763,-0.5852433526298247,-1.0135108235945305,-0.08090293406136732,0.5881981838532686,-0.29520609823836363,0
